Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,TotalSF
674,5,RL,110.0,14442,1,1,3,Lvl,Inside,0,Crawfor,Norm,Norm,1Fam,1Story,6,6,1957,2004,Hip,CompShg,CemntBd,CmentBd,BrkFace,106.0,3,4,PConc,4,4,3,2,1186.0,6,0.0,291.0,1477.0,GasA,0,1,SBrkr,1839,0,0,1839,1.0,0.0,2,0,3,1,2,7,6,2,5,Attchd,1957.0,0,2.0,416.0,5,5,2,0,87,0,0,200,0,3,4,None,0,8,1,WD,Normal,3316.0
675,5,RL,80.0,9200,1,1,3,Lvl,Inside,0,NAmes,Norm,Norm,1Fam,1Story,6,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,4,4,3,5,892.0,6,0.0,244.0,1136.0,GasA,4,1,SBrkr,1136,0,0,1136,1.0,0.0,1,0,3,1,3,5,6,1,2,Attchd,1965.0,2,1.0,384.0,5,5,2,426,0,0,0,0,0,3,4,None,0,9,2,WD,Normal,2272.0
676,2,RL,24.0,2289,1,1,3,Lvl,Inside,0,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,4,CBlock,4,4,3,0,311.0,6,0.0,544.0,855.0,GasA,4,1,SBrkr,855,586,0,1441,0.0,0.0,2,1,3,1,3,7,6,1,5,Attchd,1978.0,3,2.0,440.0,5,5,2,28,0,0,0,0,0,3,4,None,0,6,3,WD,Normal,2296.0
677,11,RM,60.0,9600,1,0,3,Lvl,Inside,0,OldTown,Norm,Norm,1Fam,2Story,4,1,1900,1950,Gable,CompShg,AsbShng,Stucco,None,0.0,3,4,BrkTil,4,0,3,6,0.0,6,0.0,1095.0,1095.0,GasW,1,0,SBrkr,1095,679,0,1774,1.0,0.0,2,0,4,2,3,8,3,0,3,2Types,1920.0,3,3.0,779.0,1,1,0,0,0,90,0,0,0,3,4,None,0,7,0,WD,Normal,2869.0
678,6,RL,52.0,9022,1,1,3,Lvl,Inside,0,OldTown,Norm,Norm,1Fam,1Story,5,7,1924,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,BrkTil,4,4,3,6,0.0,6,0.0,768.0,768.0,GasA,0,1,SBrkr,792,0,0,792,0.0,0.0,1,0,2,1,2,5,6,0,3,Detchd,1924.0,3,1.0,240.0,1,1,0,316,0,120,0,0,0,3,4,None,0,7,3,WD,Normal,1560.0
679,5,RL,80.0,11844,1,1,0,Lvl,Inside,0,StoneBr,Norm,Norm,1Fam,1Story,8,4,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,464.0,2,4,PConc,0,4,2,6,0.0,6,0.0,2046.0,2046.0,GasA,0,1,SBrkr,2046,0,0,2046,0.0,0.0,2,1,3,1,2,7,6,1,2,Attchd,2008.0,0,3.0,834.0,5,5,2,322,82,0,0,0,0,3,4,None,0,9,3,New,Partial,4092.0
680,5,RL,72.0,9945,1,1,0,Lvl,Inside,0,Sawyer,Norm,Norm,1Fam,1Story,5,4,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,57.0,3,4,CBlock,4,4,3,5,827.0,6,0.0,161.0,988.0,GasA,4,1,SBrkr,988,0,0,988,1.0,0.0,1,0,3,1,3,5,6,0,3,Detchd,1963.0,3,2.0,572.0,5,5,2,0,0,0,0,0,0,3,4,None,0,1,1,WD,Normal,1976.0
681,0,RL,50.0,8012,1,1,3,Lvl,Inside,0,SawyerW,Norm,Norm,TwnhsE,1Story,6,4,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,3,4,CBlock,2,4,3,1,543.0,1,119.0,261.0,923.0,GasA,4,1,SBrkr,923,0,0,923,0.0,0.0,2,0,2,1,3,5,6,1,5,Attchd,1980.0,2,1.0,264.0,5,5,2,80,0,0,0,0,0,3,4,None,0,7,4,WD,Normal,1846.0
682,9,RH,55.0,4500,1,2,1,Bnk,Inside,0,SWISU,Norm,Norm,1Fam,1.5Fin,5,4,1932,2000,Gable,CompShg,VinylSd,Stucco,None,0.0,3,4,BrkTil,4,4,3,5,182.0,6,0.0,611.0,793.0,GasA,0,1,SBrkr,848,672,0,1520,0.0,0.0,1,0,3,1,3,6,6,0,3,Detchd,1968.0,3,1.0,281.0,5,5,2,0,0,56,0,0,0,3,4,None,0,9,3,WD,Abnorml,2313.0
683,0,RL,80.5,2887,1,1,3,HLS,Inside,0,ClearCr,Norm,Norm,1Fam,1Story,6,4,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,PConc,2,4,2,2,1003.0,6,0.0,288.0,1291.0,GasA,0,1,SBrkr,1291,0,0,1291,1.0,0.0,1,0,2,1,2,6,6,1,2,Attchd,1996.0,3,2.0,431.0,5,5,2,307,0,0,0,0,0,3,4,None,0,2,2,WD,Normal,2582.0
684,5,RL,90.0,11248,1,1,0,Lvl,Corner,0,CollgCr,Norm,Norm,1Fam,1Story,9,4,2002,2002,Hip,CompShg,VinylSd,VinylSd,Stone,215.0,2,4,PConc,2,4,0,2,1059.0,6,0.0,567.0,1626.0,GasA,0,1,SBrkr,1668,0,0,1668,1.0,0.0,2,0,3,1,2,7,6,1,5,Attchd,2002.0,0,3.0,702.0,5,5,2,257,45,0,0,0,0,3,4,None,0,9,1,WD,Normal,3294.0
685,10,RL,58.0,16770,1,1,1,Lvl,CulDSac,0,NoRidge,Norm,Norm,1Fam,2Story,7,4,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,30.0,2,4,PConc,2,4,3,6,0.0,6,0.0,1195.0,1195.0,GasA,2,1,SBrkr,1195,644,0,1839,0.0,0.0,2,1,4,1,3,7,6,0,3,Attchd,1998.0,0,2.0,486.0,5,5,2,0,81,0,0,0,0,3,4,None,0,8,4,WD,Normal,3034.0
686,2,RL,60.0,5062,1,1,0,Lvl,CulDSac,0,StoneBr,Norm,Norm,TwnhsE,2Story,7,4,1984,1984,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,4,CBlock,2,4,2,2,828.0,3,182.0,180.0,1190.0,GasA,2,1,SBrkr,1190,900,0,2090,1.0,0.0,2,0,3,1,2,6,2,1,5,Attchd,1984.0,0,2.0,577.0,5,5,2,219,0,0,0,0,0,3,4,None,0,11,1,WD,Normal,3280.0
687,10,FV,84.0,10207,1,1,3,Lvl,Inside,0,Somerst,Norm,Norm,1Fam,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,3,6,0.0,6,0.0,874.0,874.0,GasA,0,1,SBrkr,874,887,0,1761,0.0,0.0,3,0,3,1,2,7,6,0,3,Attchd,2007.0,0,2.0,578.0,5,5,2,144,105,0,0,0,0,3,4,None,0,10,1,New,Partial,2635.0
688,2,FV,72.5,5105,1,1,1,Lvl,FR2,0,Somerst,Norm,Norm,TwnhsE,2Story,7,4,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,4,PConc,2,4,3,2,239.0,6,0.0,312.0,551.0,GasA,0,1,SBrkr,551,551,0,1102,0.0,0.0,2,1,2,1,2,4,6,0,3,Detchd,2004.0,3,2.0,480.0,5,5,2,0,60,0,0,0,0,3,4,None,0,5,1,WD,Normal,1653.0
689,5,RL,60.0,8089,1,1,3,HLS,Inside,0,StoneBr,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,2,4,PConc,2,4,0,2,945.0,6,0.0,474.0,1419.0,GasA,0,1,SBrkr,1419,0,0,1419,1.0,0.0,2,0,2,1,2,7,6,1,2,Attchd,2007.0,2,2.0,567.0,5,5,2,140,0,0,0,0,0,3,4,None,0,1,1,New,Partial,2838.0
690,0,RL,61.0,7577,1,1,0,Lvl,Corner,0,NridgHt,Norm,Norm,TwnhsE,1Story,6,4,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,2,4,PConc,2,4,0,0,20.0,6,0.0,1342.0,1362.0,GasA,0,1,SBrkr,1362,0,0,1362,0.0,0.0,2,0,2,1,2,6,6,1,2,Attchd,2005.0,2,2.0,460.0,5,5,2,192,28,0,0,0,0,3,4,None,0,8,1,WD,Normal,2724.0
691,0,RM,70.0,4426,1,1,3,Lvl,Inside,0,CollgCr,Norm,Norm,TwnhsE,1Story,6,4,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,147.0,2,4,PConc,2,4,1,2,697.0,6,0.0,151.0,848.0,GasA,0,1,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,2,3,6,1,5,Attchd,2004.0,2,2.0,420.0,5,5,2,149,0,0,0,0,0,3,4,None,0,7,2,WD,Normal,1696.0
692,10,RL,104.0,21535,1,1,0,Lvl,Corner,0,NoRidge,Norm,Norm,1Fam,2Story,10,5,1994,1995,Gable,WdShngl,HdBoard,HdBoard,BrkFace,1170.0,0,4,PConc,0,4,1,2,1455.0,6,0.0,989.0,2444.0,GasA,0,1,SBrkr,2444,1872,0,4316,0.0,1.0,3,1,4,1,0,10,6,2,0,Attchd,1994.0,0,3.0,832.0,5,5,2,382,50,0,0,0,0,3,4,None,0,0,1,WD,Normal,6760.0
693,10,RL,42.0,26178,1,1,0,Lvl,Inside,1,Timber,Norm,Norm,1Fam,2Story,7,4,1989,1990,Hip,CompShg,MetalSd,MetalSd,BrkFace,293.0,2,4,PConc,2,4,1,2,965.0,6,0.0,245.0,1210.0,GasA,0,1,SBrkr,1238,1281,0,2519,1.0,0.0,2,1,4,1,2,9,6,2,2,Attchd,1989.0,2,2.0,628.0,5,5,2,320,27,0,0,0,0,3,4,None,0,6,0,WD,Normal,3729.0
694,6,RL,60.0,5400,1,1,3,Lvl,Corner,2,OldTown,Norm,Norm,1Fam,1Story,5,5,1921,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,4,4,3,6,0.0,6,0.0,1073.0,1073.0,GasA,0,1,SBrkr,1073,0,0,1073,0.0,0.0,1,0,2,1,3,4,6,0,3,Detchd,1968.0,3,1.0,326.0,5,5,2,0,0,112,0,0,0,3,4,None,0,3,0,WD,Abnorml,2146.0
695,9,RM,51.0,6120,1,1,3,Lvl,Corner,0,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,1,BrkTil,4,4,3,6,0.0,6,0.0,927.0,927.0,GasA,4,1,SBrkr,1067,472,0,1539,0.0,0.0,1,1,3,1,3,5,6,0,3,Detchd,1995.0,3,2.0,576.0,5,5,2,112,0,0,0,0,0,3,2,None,0,6,3,WD,Normal,2466.0
696,5,RL,54.0,13811,1,1,0,Lvl,Inside,0,Timber,Norm,Norm,1Fam,1Story,6,5,1987,1987,Gable,CompShg,HdBoard,HdBoard,BrkFace,72.0,3,4,CBlock,2,1,3,2,980.0,3,40.0,92.0,1112.0,GasA,2,1,SBrkr,1137,0,0,1137,1.0,0.0,2,0,2,1,2,5,6,1,5,Attchd,1987.0,3,2.0,551.0,5,5,2,125,0,0,0,0,0,3,4,None,0,9,0,WD,Normal,2249.0
697,6,RM,50.0,6000,1,1,3,Lvl,Inside,0,BrkSide,Norm,Norm,1Fam,1Story,5,6,1921,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,4,CBlock,4,4,3,3,616.0,6,0.0,0.0,616.0,GasA,2,1,SBrkr,616,0,0,616,0.0,0.0,1,0,2,1,3,4,6,0,3,Detchd,1921.0,3,1.0,205.0,5,5,2,0,0,129,0,0,0,3,4,None,0,8,0,WD,Normal,1232.0
698,5,RL,57.0,6420,1,1,0,Lvl,Inside,0,Edwards,Norm,Norm,1Fam,1Story,5,6,1952,1952,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,PConc,0,1,2,3,210.0,0,551.0,219.0,980.0,GasA,1,1,FuseA,1148,0,0,1148,0.0,1.0,1,0,2,1,3,6,6,0,3,Detchd,1952.0,3,1.0,308.0,5,5,2,0,0,0,0,0,0,3,4,None,0,11,0,WD,Normal,2128.0
699,5,RL,65.0,8450,1,1,3,Lvl,Inside,0,Sawyer,RRAe,Norm,1Fam,1Story,5,7,1965,2009,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,CBlock,4,4,3,2,553.0,1,117.0,224.0,894.0,GasA,0,1,SBrkr,894,0,0,894,1.0,0.0,1,0,3,1,3,5,6,1,2,Detchd,1973.0,3,1.0,336.0,5,5,2,416,144,0,0,0,0,3,2,None,0,6,4,WD,Normal,1788.0
700,0,FV,59.0,4282,1,2,1,Lvl,Inside,0,Somerst,Norm,Norm,TwnhsE,1Story,7,4,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,4,PConc,2,4,2,2,16.0,6,0.0,1375.0,1391.0,GasA,0,1,SBrkr,1391,0,0,1391,0.0,0.0,2,0,2,1,2,5,6,0,3,Attchd,2004.0,2,2.0,530.0,5,5,2,156,158,0,0,0,0,3,4,None,0,9,2,WD,Normal,2782.0
701,5,RL,85.0,14331,1,1,3,Lvl,Inside,0,Timber,Norm,Norm,1Fam,1Story,8,4,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,630.0,2,4,PConc,0,4,1,2,1274.0,6,0.0,526.0,1800.0,GasA,0,1,SBrkr,1800,0,0,1800,1.0,0.0,2,0,3,1,2,7,6,1,2,Attchd,2002.0,0,3.0,765.0,5,5,2,270,78,0,0,0,0,3,4,None,0,7,0,WD,Normal,3600.0
702,5,RL,80.0,9600,1,1,3,Lvl,Inside,0,NWAmes,Norm,Norm,1Fam,1Story,7,4,1969,1969,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,3,4,CBlock,4,4,3,6,0.0,6,0.0,1164.0,1164.0,GasA,4,1,SBrkr,1164,0,0,1164,0.0,0.0,1,1,3,1,3,6,6,0,3,Attchd,1969.0,3,2.0,528.0,5,5,2,0,0,0,0,0,0,3,4,None,0,9,0,COD,Normal,2328.0
703,10,RL,82.0,12438,1,1,0,Lvl,Inside,0,StoneBr,Norm,Norm,1Fam,2Story,8,4,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,466.0,0,4,PConc,0,1,3,6,0.0,6,0.0,1234.0,1234.0,GasA,0,1,SBrkr,1264,1312,0,2576,0.0,0.0,2,1,4,1,0,10,6,1,2,BuiltIn,2006.0,0,3.0,666.0,5,5,2,324,100,0,0,0,0,3,4,None,0,9,0,New,Partial,3810.0
704,4,RM,76.0,7630,1,1,3,Lvl,Inside,0,OldTown,Feedr,Norm,2fmCon,2Story,5,8,1900,1996,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,2,BrkTil,2,4,3,6,0.0,6,0.0,360.0,360.0,GasA,2,1,SBrkr,1032,780,0,1812,0.0,0.0,2,0,4,2,2,8,6,1,4,Detchd,1999.0,3,2.0,672.0,5,5,0,344,0,40,0,0,0,3,2,None,0,7,4,WD,Normal,2172.0
705,5,RL,70.0,8400,1,1,3,Lvl,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,4,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,109.0,2,4,PConc,2,4,0,2,712.0,6,0.0,761.0,1473.0,GasA,0,1,SBrkr,1484,0,0,1484,1.0,0.0,2,0,3,1,2,7,6,0,3,Attchd,2004.0,2,2.0,606.0,5,5,2,0,35,0,144,0,0,3,4,None,0,7,4,WD,Normal,2957.0
706,4,RM,70.0,5600,1,1,3,Lvl,Inside,0,IDOTRR,Norm,Norm,2fmCon,2Story,4,4,1930,1950,Hip,CompShg,VinylSd,Wd Shng,None,0.0,1,1,Slab,3,2,4,4,0.0,4,0.0,0.0,0.0,GasA,1,0,SBrkr,372,720,0,1092,0.0,0.0,2,0,3,2,1,7,4,0,3,None,0.0,1,0.0,0.0,3,3,0,0,0,0,0,0,0,3,4,Othr,3500,9,4,WD,Normal,1092.0
707,5,RL,80.5,115149,1,1,1,Low,CulDSac,2,ClearCr,Norm,Norm,1Fam,1Story,7,4,1971,2002,Gable,CompShg,Plywood,Plywood,Stone,351.0,3,4,CBlock,2,4,1,2,1219.0,6,0.0,424.0,1643.0,GasA,4,1,SBrkr,1824,0,0,1824,1.0,0.0,2,0,2,1,2,5,6,2,5,Attchd,1971.0,3,2.0,739.0,5,5,2,380,48,0,0,0,0,3,4,None,0,8,1,WD,Normal,3467.0
708,0,RL,48.0,6240,1,1,3,Lvl,Inside,0,NridgHt,Norm,Norm,TwnhsE,1Story,8,4,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,176.0,2,4,PConc,2,4,3,2,863.0,6,0.0,461.0,1324.0,GasA,0,1,SBrkr,1324,0,0,1324,1.0,0.0,2,0,2,1,2,6,6,1,2,Attchd,2006.0,0,2.0,550.0,5,5,2,192,38,0,0,0,0,3,4,None,0,3,3,WD,Normal,2648.0
709,10,RL,65.0,9018,1,1,0,Lvl,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,7,4,2007,2007,Hip,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,0,6,0.0,6,0.0,728.0,728.0,GasA,0,1,SBrkr,728,728,0,1456,0.0,0.0,2,1,3,1,2,8,6,1,2,Attchd,2007.0,0,2.0,400.0,5,5,2,100,24,0,0,0,0,3,4,None,0,9,1,New,Partial,2184.0
710,5,RL,72.0,7162,1,1,0,Lvl,Inside,0,Sawyer,Norm,Norm,1Fam,1Story,5,6,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkCmn,41.0,3,4,PConc,4,4,3,6,0.0,6,0.0,876.0,876.0,GasA,4,1,SBrkr,904,0,0,904,0.0,0.0,1,0,3,1,3,6,6,0,3,Attchd,1966.0,3,1.0,408.0,5,5,2,0,0,0,0,0,0,3,2,None,0,3,2,WD,Abnorml,1780.0
711,6,RL,56.0,4130,1,1,0,Lvl,Inside,0,BrkSide,Norm,Norm,1Fam,1Story,3,5,1935,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,CBlock,4,4,3,6,0.0,6,0.0,270.0,270.0,GasA,2,1,SBrkr,729,0,0,729,0.0,0.0,1,0,2,1,3,5,1,0,3,None,0.0,1,0.0,0.0,3,3,0,0,0,0,0,0,0,3,4,None,0,9,2,WD,Normal,999.0
712,9,C (all),66.0,8712,1,2,3,HLS,Inside,1,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,6,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,Stone,4,4,2,6,0.0,6,0.0,859.0,859.0,GasA,2,1,SBrkr,859,319,0,1178,0.0,0.0,1,0,2,1,3,7,6,0,3,Detchd,1964.0,2,1.0,384.0,5,5,0,68,0,98,0,0,0,3,4,None,0,0,4,WD,Abnorml,2037.0
713,0,RL,40.0,4671,1,1,0,HLS,Inside,0,StoneBr,Norm,Norm,TwnhsE,1Story,8,4,1988,1989,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,4,PConc,2,4,2,2,767.0,6,0.0,461.0,1228.0,GasA,2,1,SBrkr,1228,0,0,1228,1.0,0.0,2,0,2,1,2,5,6,1,2,Attchd,1988.0,0,2.0,472.0,5,5,2,168,120,0,0,0,0,3,4,None,0,1,2,WD,Normal,2456.0
714,4,RL,60.0,9873,1,1,3,Lvl,Inside,0,BrkSide,RRAn,Norm,2fmCon,1Story,4,4,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,160.0,3,4,CBlock,4,4,0,0,789.0,6,0.0,171.0,960.0,GasW,4,0,SBrkr,960,0,0,960,1.0,0.0,1,0,3,1,3,6,6,0,3,Detchd,1970.0,3,2.0,576.0,5,5,2,0,288,0,0,0,0,3,4,None,0,7,0,WD,Normal,1920.0
715,10,RL,72.0,13517,1,1,0,Lvl,CulDSac,0,Sawyer,RRAe,Norm,1Fam,2Story,6,7,1976,2005,Gable,CompShg,HdBoard,Plywood,BrkFace,289.0,2,4,CBlock,4,4,3,2,533.0,6,0.0,192.0,725.0,GasA,0,1,SBrkr,725,754,0,1479,0.0,0.0,2,1,3,1,2,6,6,0,3,Attchd,1976.0,2,2.0,475.0,5,5,2,0,44,0,0,0,0,3,4,None,0,5,4,WD,Normal,2204.0
716,5,RL,78.0,10140,1,1,3,Lvl,Inside,0,NWAmes,Norm,Norm,1Fam,1Story,6,4,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,3,4,CBlock,2,4,3,6,0.0,6,0.0,1064.0,1064.0,GasA,4,1,SBrkr,1350,0,0,1350,0.0,0.0,2,0,3,1,3,7,6,1,5,Attchd,1974.0,2,2.0,478.0,5,5,2,0,0,0,0,0,0,3,2,None,0,10,3,WD,Normal,2414.0
717,11,RM,60.0,10800,1,0,3,Bnk,Inside,0,OldTown,Norm,Norm,1Fam,2Story,7,7,1890,1998,Gable,CompShg,Wd Sdng,VinylSd,None,0.0,3,2,BrkTil,4,4,3,6,0.0,6,0.0,718.0,718.0,GasA,0,1,SBrkr,1576,978,0,2554,0.0,0.0,1,1,3,1,3,8,6,0,3,Detchd,1996.0,3,2.0,704.0,5,5,1,0,48,143,0,0,0,3,4,None,0,9,1,WD,Normal,3272.0
718,5,RL,80.0,10000,1,1,3,Lvl,Inside,0,NWAmes,Norm,Norm,1Fam,1Story,5,5,1973,2000,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,2,4,3,1,1084.0,6,0.0,92.0,1176.0,GasA,2,1,SBrkr,1178,0,0,1178,0.0,1.0,1,1,3,1,2,5,6,1,1,Attchd,1973.0,3,2.0,439.0,5,5,2,224,0,0,0,0,0,3,2,None,0,2,2,WD,Normal,2354.0
719,10,RL,96.0,10542,1,1,3,Lvl,Inside,0,NoRidge,Norm,Norm,1Fam,2Story,7,4,1993,1994,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,651.0,2,4,PConc,2,4,1,2,1173.0,6,0.0,138.0,1311.0,GasA,0,1,SBrkr,1325,1093,0,2418,1.0,0.0,2,1,3,1,2,9,6,1,5,Attchd,1993.0,2,3.0,983.0,5,5,2,250,154,216,0,0,0,3,4,None,0,10,2,WD,Normal,3729.0
720,5,RL,69.0,9920,1,1,0,Lvl,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,5,5,1969,1969,Gable,CompShg,HdBoard,Plywood,None,0.0,3,4,CBlock,2,4,1,0,523.0,6,0.0,448.0,971.0,GasA,4,1,SBrkr,971,0,0,971,0.0,0.0,1,1,3,1,3,5,6,1,4,Attchd,1969.0,3,1.0,300.0,5,5,2,0,0,0,0,0,0,3,4,None,0,7,0,WD,Normal,1942.0
721,0,RL,60.0,6563,1,1,0,Low,CulDSac,1,StoneBr,Norm,Norm,1Fam,1Story,8,4,1985,1985,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,4,PConc,2,4,1,2,1148.0,6,0.0,594.0,1742.0,GasA,4,1,SBrkr,1742,0,0,1742,1.0,0.0,2,0,2,1,2,5,6,1,5,Attchd,1985.0,2,2.0,564.0,5,5,2,114,28,234,0,0,0,3,4,None,0,3,0,WD,Normal,3484.0
722,0,RM,70.0,4426,1,1,3,Lvl,Inside,0,CollgCr,Norm,Norm,TwnhsE,1Story,6,4,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,2,4,PConc,2,4,0,2,662.0,6,0.0,186.0,848.0,GasA,0,1,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,2,3,6,0,3,Attchd,2004.0,2,2.0,420.0,5,5,2,160,0,0,0,0,0,3,4,None,0,7,4,WD,Normal,1696.0
723,5,RL,70.0,8120,1,1,3,Lvl,Inside,0,NAmes,Norm,Norm,1Fam,1Story,4,6,1970,1970,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,CBlock,4,4,3,0,191.0,6,0.0,673.0,864.0,GasA,0,1,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,3,5,6,0,3,Detchd,1994.0,3,2.0,463.0,5,5,2,0,0,0,0,0,0,3,4,None,0,9,3,WD,Normal,1728.0
724,9,RL,60.0,8172,1,1,3,Lvl,Inside,0,Edwards,Norm,Norm,1Fam,1.5Fin,4,5,1954,1972,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,PConc,4,4,3,6,0.0,6,0.0,941.0,941.0,GasA,0,1,SBrkr,997,473,0,1470,0.0,0.0,2,0,4,1,3,7,6,0,3,Detchd,1958.0,3,1.0,548.0,5,5,2,0,0,0,0,156,0,3,4,None,0,7,2,WD,Normal,2411.0
725,5,RL,86.0,13286,1,1,0,Lvl,Inside,0,Edwards,Norm,Norm,1Fam,1Story,9,4,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,340.0,0,4,PConc,0,4,3,2,1234.0,6,0.0,464.0,1698.0,GasA,0,1,SBrkr,1698,0,0,1698,1.0,0.0,2,0,3,1,0,8,6,1,2,Attchd,2007.0,0,3.0,768.0,5,5,2,327,64,0,0,0,0,3,4,None,0,4,3,WD,Normal,3396.0
726,5,RL,60.0,6960,1,1,3,Lvl,Inside,0,NAmes,Norm,Norm,1Fam,1Story,4,5,1970,1970,Gable,CompShg,HdBoard,Plywood,None,0.0,3,4,CBlock,4,4,3,0,375.0,1,239.0,250.0,864.0,GasA,4,1,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,2,5,6,0,3,Detchd,1989.0,3,2.0,660.0,5,5,2,96,0,0,0,0,0,3,4,Shed,500,2,3,WD,Normal,1728.0
727,5,RL,70.0,21695,1,1,0,Lvl,Corner,0,Crawfor,Norm,Norm,1Fam,1Story,6,8,1988,2007,Hip,CompShg,Wd Sdng,Plywood,BrkFace,260.0,2,2,CBlock,2,4,3,2,808.0,6,0.0,72.0,880.0,GasA,0,1,SBrkr,1680,0,0,1680,1.0,0.0,2,0,3,1,2,5,6,1,2,Attchd,1988.0,0,2.0,540.0,5,5,2,292,44,0,182,0,0,3,4,None,0,3,3,WD,Normal,2560.0
728,5,RL,64.0,7314,1,1,3,Lvl,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,4,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,82.0,2,4,PConc,2,4,0,2,724.0,6,0.0,508.0,1232.0,GasA,0,1,SBrkr,1232,0,0,1232,1.0,0.0,2,0,2,1,2,6,6,0,3,Attchd,2007.0,2,2.0,632.0,5,5,2,132,0,0,0,0,0,3,4,None,0,4,3,WD,Normal,2464.0
